,法院名称,上诉法院,级别
2873,夏河县人民法院,甘南州中级人民法院,基层
2874,迭部林区人民法院,林区中级人民法院,基层
2875,卓尼林区人民法院,林区中级人民法院,基层
2876,舟曲林区人民法院,林区中级人民法院,基层
2877,文县林区人民法院,林区中级人民法院,基层
2878,兰州铁路运输人民法院,兰州铁路中级人民法院,基层
2879,武威铁路运输人民法院,兰州铁路中级人民法院,基层
2880,城东区人民法院,西宁市中级人民法院,基层
2881,西宁城中区人民法院,西宁市中级人民法院,基层
2882,城西区人民法院,西宁市中级人民法院,基层
2883,城北区人民法院,西宁市中级人民法院,基层
2884,大通县人民法院,西宁市中级人民法院,基层
2885,湟中县人民法院,西宁市中级人民法院,基层
2886,湟源县人民法院,西宁市中级人民法院,基层
2887,平安区人民法院,海东市中级人民法院,基层
2888,民和县人民法院,海东市中级人民法院,基层
2889,乐都区人民法院,海东市中级人民法院,基层
2890,互助县人民法院,海东市中级人民法院,基层
2891,化隆县人民法院,海东市中级人民法院,基层
2892,循化县人民法院,海东市中级人民法院,基层
2893,门源县人民法院,海北州中级人民法院,基层
2894,祁连县人民法院,海北州中级人民法院,基层
2895,海晏县人民法院,海北州中级人民法院,基层
2896,刚察县人民法院,海北州中级人民法院,基层
2897,同仁县人民法院,黄南州中级人民法院,基层
2898,尖扎县人民法院,黄南州中级人民法院,基层
2899,泽库县人民法院,黄南州中级人民法院,基层
2900,河南县人民法院,黄南州中级人民法院,基层
2901,共和县人民法院,海南州中级人民法院,基层
2902,同德县人民法院,海南州中级人民法院,基层
2903,贵德县人民法院,海南州中级人民法院,基层
2904,兴海县人民法院,海南州中级人民法院,基层
2905,贵南县人民法院,海南州中级人民法院,基层
2906,玛沁县人民法院,果洛州中级人民法院,基层
2907,班玛县人民法院,果洛州中级人民法院,基层
2908,甘德县人民法院,果洛州中级人民法院,基层
2909,达日县人民法院,果洛州中级人民法院,基层
2910,久治县人民法院,果洛州中级人民法院,基层
2911,玛多县人民法院,果洛州中级人民法院,基层
2912,玉树市人民法院,玉树州中级人民法院,基层
2913,杂多县人民法院,玉树州中级人民法院,基层
2914,称多县人民法院,玉树州中级人民法院,基层
2915,治多县人民法院,玉树州中级人民法院,基层
2916,囊谦县人民法院,玉树州中级人民法院,基层
2917,曲麻莱县人民法院,玉树州中级人民法院,基层
2918,格尔木市人民法院,海西州中级人民法院,基层
2919,德令哈市人民法院,海西州中级人民法院,基层
2920,乌兰县人民法院,海西州中级人民法院,基层
2921,都兰县人民法院,海西州中级人民法院,基层
2922,天峻县人民法院,海西州中级人民法院,基层
2923,大柴旦矿区人民法院,海西州中级人民法院,基层
2924,西部矿区人民法院,海西州中级人民法院,基层
2925,兴庆区人民法院,银川市中级人民法院,基层
2926,西夏区人民法院,银川市中级人民法院,基层
2927,金凤区人民法院,银川市中级人民法院,基层
2928,灵武市人民法院,银川市中级人民法院,基层
2929,永宁县人民法院,银川市中级人民法院,基层
2930,贺兰县人民法院,银川市中级人民法院,基层
2931,大武口区人民法院,石嘴山市中级人民法院,基层
2932,惠农区人民法院,石嘴山市中级人民法院,基层
2933,平罗县人民法院,石嘴山市中级人民法院,基层
2934,利通区人民法院,吴忠市中级人民法院,基层
2935,红寺堡开发区人民法院,吴忠市中级人民法院,基层
2936,青铜峡市人民法院,吴忠市中级人民法院,基层
2937,盐池县人民法院,吴忠市中级人民法院,基层
2938,同心县人民法院,吴忠市中级人民法院,基层
2939,原州区人民法院,固原市中级人民法院,基层
2940,西吉县人民法院,固原市中级人民法院,基层
2941,隆德县人民法院,固原市中级人民法院,基层
2942,泾源县人民法院,固原市中级人民法院,基层
2943,彭阳县人民法院,固原市中级人民法院,基层
2944,沙坡头区人民法院,中卫市中级人民法院,基层
2945,中宁县人民法院,中卫市中级人民法院,基层
2946,海原县人民法院,中卫市中级人民法院,基层
2947,天山区人民法院,乌鲁木齐市中级人民法院,基层
2948,沙依巴克区人民法院,乌鲁木齐市中级人民法院,基层
2949,乌鲁木齐新市区人民法院,乌鲁木齐市中级人民法院,基层
2950,水磨沟区人民法院,乌鲁木齐市中级人民法院,基层
2951,头屯河区人民法院,乌鲁木齐市中级人民法院,基层
2952,达坂城区人民法院,乌鲁木齐市中级人民法院,基层
2953,米东区人民法院,乌鲁木齐市中级人民法院,基层
2954,乌鲁木齐县人民法院,乌鲁木齐市中级人民法院,基层
2955,独山子区人民法院,克拉玛依市中级人民法院,基层
2956,克拉玛依区人民法院,克拉玛依市中级人民法院,基层
2957,白碱滩区人民法院,克拉玛依市中级人民法院,基层
2958,乌尔禾区人民法院,克拉玛依市中级人民法院,基层
2959,高昌区人民法院,吐鲁番市中级人民法院,基层
2960,鄯善县人民法院,吐鲁番市中级人民法院,基层
2961,托克逊县人民法院,吐鲁番市中级人民法院,基层
2962,伊州区人民法院,哈密地区中级人民法院,基层
2963,巴里坤县人民法院,哈密地区中级人民法院,基层
2964,伊吾县人民法院,哈密地区中级人民法院,基层
2965,昌吉市人民法院,昌吉州中级人民法院,基层
2966,阜康市人民法院,昌吉州中级人民法院,基层
2967,呼图壁县人民法院,昌吉州中级人民法院,基层
2968,玛纳斯县人民法院,昌吉州中级人民法院,基层
2969,奇台县人民法院,昌吉州中级人民法院,基层
2970,吉木萨尔县人民法院,昌吉州中级人民法院,基层
2971,木垒哈萨克自治县人民法院,昌吉州中级人民法院,基层
2972,博乐市人民法院,博尔塔拉蒙古自治州中级人民法院,基层
2973,精河县人民法院,博尔塔拉蒙古自治州中级人民法院,基层
2974,温泉县人民法院,博尔塔拉蒙古自治州中级人民法院,基层
2975,阿拉山口市人民法院,博尔塔拉蒙古自治州中级人民法院,基层
2976,库尔勒市人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2977,轮台县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2978,尉犁县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2979,若羌县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2980,且末县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2981,焉耆回族自治县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2982,和静县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2983,和硕县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2984,博湖县人民法院,巴音郭楞蒙古自治州中级人民法院,基层
2985,阿克苏市人民法院,阿克苏地区中级人民法院,基层
2986,温宿县人民法院,阿克苏地区中级人民法院,基层
2987,库车县人民法院,阿克苏地区中级人民法院,基层
2988,沙雅县人民法院,阿克苏地区中级人民法院,基层
2989,新和县人民法院,阿克苏地区中级人民法院,基层
2990,拜城县人民法院,阿克苏地区中级人民法院,基层
2991,乌什县人民法院,阿克苏地区中级人民法院,基层
2992,阿瓦提县人民法院,阿克苏地区中级人民法院,基层
2993,柯坪县人民法院,阿克苏地区中级人民法院,基层
2994,阿图什市人民法院,克孜勒苏柯尔克孜州中级人民法院,基层
2995,阿克陶县人民法院,克孜勒苏柯尔克孜州中级人民法院,基层
2996,阿合奇县人民法院,克孜勒苏柯尔克孜州中级人民法院,基层
2997,乌恰县人民法院,克孜勒苏柯尔克孜州中级人民法院,基层
2998,喀什市人民法院,喀什地区中级人民法院,基层
2999,疏附县人民法院,喀什地区中级人民法院,基层
3000,疏勒县人民法院,喀什地区中级人民法院,基层
3001,英吉沙县人民法院,喀什地区中级人民法院,基层
3002,泽普县人民法院,喀什地区中级人民法院,基层
3003,莎车县人民法院,喀什地区中级人民法院,基层
3004,叶城县人民法院,喀什地区中级人民法院,基层
3005,麦盖提县人民法院,喀什地区中级人民法院,基层
3006,岳普湖县人民法院,喀什地区中级人民法院,基层
3007,伽师县人民法院,喀什地区中级人民法院,基层
3008,巴楚县人民法院,喀什地区中级人民法院,基层
3009,塔什库尔干县人民法院,喀什地区中级人民法院,基层
3010,和田市人民法院,和田地区中级人民法院,基层
3011,和田县人民法院,和田地区中级人民法院,基层
3012,墨玉县人民法院,和田地区中级人民法院,基层
3013,皮山县人民法院,和田地区中级人民法院,基层
3014,洛浦县人民法院,和田地区中级人民法院,基层
3015,策勒县人民法院,和田地区中级人民法院,基层
3016,于田县人民法院,和田地区中级人民法院,基层
3017,民丰县人民法院,和田地区中级人民法院,基层
3018,伊宁市人民法院,伊犁哈萨克自治州分院,基层
3019,奎屯市人民法院,伊犁哈萨克自治州分院,基层
3020,伊宁县人民法院,伊犁哈萨克自治州分院,基层
3021,察布查尔锡伯县人民法院,伊犁哈萨克自治州分院,基层
3022,霍城县人民法院,伊犁哈萨克自治州分院,基层
3023,巩留县人民法院,伊犁哈萨克自治州分院,基层
3024,新源县人民法院,伊犁哈萨克自治州分院,基层
3025,昭苏县人民法院,伊犁哈萨克自治州分院,基层
3026,特克斯县人民法院,伊犁哈萨克自治州分院,基层
3027,尼勒克县人民法院,伊犁哈萨克自治州分院,基层
3028,霍尔果斯市人民法院,伊犁哈萨克自治州分院,基层
3029,塔城市人民法院,塔城地区中级人民法院,基层
3030,乌苏市人民法院,塔城地区中级人民法院,基层
3031,额敏县人民法院,塔城地区中级人民法院,基层
3032,沙湾县人民法院,塔城地区中级人民法院,基层
3033,托里县人民法院,塔城地区中级人民法院,基层
3034,裕民县人民法院,塔城地区中级人民法院,基层
3035,和布克赛尔县人民法院,塔城地区中级人民法院,基层
3036,阿勒泰市人民法院,阿勒泰地区中级人民法院,基层
3037,布尔津县人民法院,阿勒泰地区中级人民法院,基层
3038,富蕴县人民法院,阿勒泰地区中级人民法院,基层
3039,福海县人民法院,阿勒泰地区中级人民法院,基层
3040,哈巴河县人民法院,阿勒泰地区中级人民法院,基层
3041,青河县人民法院,阿勒泰地区中级人民法院,基层
3042,吉木乃县人民法院,阿勒泰地区中级人民法院,基层
3043,乌鲁木齐铁路运输人民法院,乌鲁木齐铁路中级人民法院,基层
3044,哈密铁路运输人民法院,乌鲁木齐铁路中级人民法院,基层
3045,库尔勒铁路运输人民法院,乌鲁木齐铁路中级人民法院,基层
3046,金银川垦区人民法院,第一师中级人民法院,基层
